Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"FS","Données de la sécurité alimentaire","748","Eswatini","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","18","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","8521.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.37","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1775","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","748","Eswatini","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2280","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","114.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","74","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","61339.8","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.42","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1952","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","840","États-Unis d'Amérique","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2548","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","71.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","2103.5","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-1.28","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1731","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","231","Éthiopie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2215","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","103","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","54.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","26656.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.54","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1891","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","643","Fédération de Russie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2453","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","242","Fidji","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","75","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","242","Fidji","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","34","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","242","Fidji","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","13846.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","242","Fidji","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.86","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","242","Fidji","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1830","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","242","Fidji","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2362","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","246","Finlande","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","117.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","246","Finlande","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","74","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","246","Finlande","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","48049.6","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","246","Finlande","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.91","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","246","Finlande","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1951","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","246","Finlande","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2548","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","250","France","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","108.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","250","France","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","64","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","250","France","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","45284","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","250","France","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","0.03","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","250","France","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1913","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","250","France","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2491","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","266","Gabon","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","79.6","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","266","Gabon","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","38.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","266","Gabon","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","14743.7","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","266","Gabon","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.25","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","266","Gabon","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1772","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","266","Gabon","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2273","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","270","Gambie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","63.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","270","Gambie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","18.3","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","270","Gambie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","2158.1","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","270","Gambie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.07","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","270","Gambie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1742","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","270","Gambie","6128","Valeur","21057","Besoins énergétiques alimentaires moyens (kcal/personne/jour)","2018","2018","Kcal/personne/jour","2224","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6123","Valeur","21013","Disponibilités protéiques moyennes (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","76.7","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6123","Valeur","21014","Disponibilités protéines moyennes d’origine animale (g/personne/jour) (moyenne sur 3 ans)","20172019","2017-2019","g/personne/jour","31","E","Valeur estimée",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6126","Valeur","22013","PIB par habitant, ($ PPA internationaux constants de 2017)","2018","2018","I$","14253.4","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6125","Valeur","21032","Stabilité politique et absence de violence/terrorisme (indice)","2018","2018","indice","-0.44","X","Ciffre de sources internationales",""
"FS","Données de la sécurité alimentaire","268","Géorgie","6128","Valeur","21056","Besoins énergétiques alimentaires minimaux (kcal/personne/jour)","2018","2018","Kcal/personne/jour","1894","E","Valeur estimée",""
